index,imob,codigo,bairro,aluguel,condominio,area,quartos,banheiros,vaga_garagem,descricao,tipo_imov,total,preco_m2,dist_unicamp
66,A,8dae04e0c3ca32298ab313770631283a,JD. Cidade Universitária I,1050.0,0.0,,1,1,0.0,"Imóvel muito bem localizado. Conta com sala e cozinha conjugados, sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado e o banheiro com gabinete e box blindex, além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa, o consumo de gás, faxina quinzenal e consumo de energia da área comum, conta também com câmeras de monitoramento 24h sem acesso remoto.",kitnet,1050.0,,1.3854276880650611
67,A,76593fa9601827b4b1e32e91e2076188,JD. Cidade Universitária I,1050.0,0.0,,1,1,0.0,Imóvel muito bem localizado. Conta com sala  e cozinha conjugados sendo a cozinha já mobiliada com gabinete balcão fogão e geladeira lavanderia dormitório com armário mesa para estudos e ar condicionado e o banheiro com gabinete e box blindex além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa o consumo de gás faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h sem acesso remoto.  O imóvel oferece também o ponto para internet onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades 10MB - R 5990 // 15MB - 7990 ou 20MB - R 9990. A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO SEM PREVIO AVISO PELA EMPRESA RESPONSÁVEL.,kitnet,1050.0,,1.3854276880650611
68,A,facc793b46ad4ca374ce1fd9b573d59e,JD. Cidade Universitária I,1050.0,0.0,,1,1,0.0,"Imóvel muito bem localizado! Conta com sala e cozinha conjugados, sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, área de serviço, dormitório com armário, mesa para estudos e ar condicionado, e o banheiro com gabinete e box de vidro, além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa, o consumo de gás, faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h (sem acesso remoto).  O imóvel oferece também o ponto para internet, onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades (10MB - R$ 59,90 // 15MB - 79,90 ou 20MB - R$ 99,90). A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision, que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema. . VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO, SEM PREVIO AVISO, PELA EMPRESA RESPONSÁVEL",kitnet,1050.0,,1.3854276880650611
69,A,f35ab38d7e2c5a4b5e0a009ccc32d452,JD. Cidade Universitária I,1050.0,0.0,,1,1,0.0,Imóvel novo 1 locação próximo à Unicamp e também com entrada pela Av Libertino Pizani 177. Conta com sala  e cozinha conjugados sendo a cozinha já mobiliada com gabinete balcão fogão e geladeira lavanderia dormitório com armário mesa para estudos e ar condicionado e o banheiro com gabinete e box blindex além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa o consumo de gás faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h sem acesso remoto. O imóvel oferece também o ponto para internet onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades 10MB - R 5990 // 15MB - 7990 ou 20MB - R 9990. A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO SEM PREVIO AVISO PELA EMPRESA RESPONSÁVEL.,kitnet,1050.0,,1.3854276880650611
70,A,c42857333ce48605664427a5dbb10ad3,JD. Cidade Universitária I,1050.0,0.0,,1,1,0.0,"Imóvel muito bem localizado. Conta com sala e cozinha conjugados sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado, banheiro com gabinete e box blindex, interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa o consumo de gás, faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h sem acesso remoto.  O imóvel oferece também o ponto para internet onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades 10MB - R$ 59,90 // 15MB - R$ 79,90 ou 20MB - R$ 99,90. A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO SEM PRÉVIA,  AVISO PELA EMPRESA RESPONSÁVEL.",kitnet,1050.0,,1.3854276880650611
71,A,0bec22f95dda4bc6548e30e004f81d89,JD. Cidade Universitária I,1050.0,0.0,,1,1,0.0,"Imóvel muito bem localizado! Conta com sala  e cozinha conjugados, sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado, e o banheiro com gabinete e box blindex, além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa, o consumo de gás, faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h (sem acesso remoto).  O imóvel oferece também o ponto para internet, onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades (10MB - R$ 59,90 // 15MB - 79,90 ou 20MB - R$ 99,90). A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision, que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO, SEM PREVIO AVISO, PELA EMPRESA RESPONSÁVEL.",kitnet,1050.0,,1.3854276880650611
72,A,475644c10a484e1b4248c595e8b15d78,JD. Cidade Universitária I,1050.0,0.0,,1,1,0.0,"Imóvel muito bem localizado! Conta com sala  e cozinha conjugados, sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado, e o banheiro com gabinete e box blindex, além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa, o consumo de gás, faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h (sem acesso remoto).  O imóvel oferece também o ponto para internet, onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades (10MB - R$ 59,90 // 15MB - 79,90 ou 20MB - R$ 99,90). A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision, que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  *** VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO, SEM PREVIO AVISO, PELA EMPRESA RESPONSÁVEL.***",kitnet,1050.0,,1.3854276880650611
73,A,941707c7ec03960821a488b2754bd59a,JD. Cidade Universitária I,1050.0,0.0,,1,1,0.0,Imóvel muito bem localizado Conta com sala  e cozinha conjugados sendo a cozinha já mobiliada com gabinete balcão fogão e geladeira lavanderia dormitório com armário mesa para estudos e ar condicionado e o banheiro com gabinete e box blindex além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa o consumo de gás faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h sem acesso remoto.  O imóvel oferece também o ponto para internet onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades 10MB - R 5990 // 15MB - 7990 ou 20MB - R 9990. A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO SEM PREVIO AVISO PELA EMPRESA RESPONSÁVEL.,kitnet,1050.0,,1.3854276880650611
74,A,8ea6bceec892ab9d2467eb912385a1a9,JD. Paulista,1000.0,0.0,,1,1,0.0,"Kitnet com um dormitório, banheiro, cozinha, área de serviço para uso comum.",kitnet,1000.0,,0.4476004851487637
75,A,a57f034de361fc21b0efb06b4f6434a2,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,"Kitnet com sala e cozinha conjugados, hall,  um dormitório com banheiro e área de serviço.",kitnet,1000.0,,1.3854276880650611
96,A,4cc0e019beccf19b1e1182b9e896f089,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,1 QUARTO COM ARMÁRIO E AR CONDICIONADO;1 SALA CONJUGADA;1 COZINHA CONJUGADA COM FOGÃO COOKTOP E GELADEIRA;1 BANHEIRO.AGUA E CONDOMINIO JÁ INCLUSO NO VALOR DO ALUGUEL.ENERGIA É A PARTE.*NÃO TEM VAGA DE GARAGEM.,kitnet,1000.0,,1.3854276880650611
97,A,06e3f8f16947e2119e6dd13e9671eb62,JD. Cidade Universitária I,1200.0,0.0,20.0,1,1,1.0,"KITNET COM COZINHA COM ARMÁRIOS, GALADEIRA, FOGÃO ELÉTRICO E MICROONDAS,  GUARDA ROUPA,PAINEL COM ESCRIVANINHA,AR CONDICIONADO. GARAGEM ROTATIVA.INCLUSO AGUA E LIMPEZA EXTERNA.ENERGIA À PARTE.",kitnet,1200.0,60.0,1.3854276880650611
98,A,d4f9e281bf219ebb78ba326984931a75,JD. Cidade Universitária I,1200.0,0.0,20.0,1,1,1.0,"KITNET COM COZINHA COM ARMÁRIOS, GALADEIRA, FOGÃO ELÉTRICO E MICROONDAS,  GUARDA ROUPA,PAINEL COM ESCRIVANINHA,AR CONDICIONADO. GARAGEM ROTATIVA.INCLUSO AGUA E LIMPEZA EXTERNA.ENERGIA À PARTE.",kitnet,1200.0,60.0,1.3854276880650611
99,A,4335d8cdb2b2d5869e31b2e4a8a5397e,JD. Cidade Universitária I,1200.0,0.0,20.0,1,1,1.0,"COZINHA COM ARMARIOS, GALDEIRA, FOGÃO E MICROONDAS  GUARDA ROUPA PAINEL COM ESCRIVANINHA AR CONDICIONADO GARAGEM ROTATIVA INCLUSO AGUA E LIMPEZA EXTERNA",kitnet,1200.0,60.0,1.3854276880650611
100,A,3523c1ce248ca6ae7f76dc30e70f87c4,JD. Cidade Universitária I,1200.0,0.0,20.0,1,1,1.0,"KITNET COM COZINHA COM ARMÁRIOS, GALADEIRA, FOGÃO ELÉTRICO E MICROONDAS,  GUARDA ROUPA,PAINEL COM ESCRIVANINHA,AR CONDICIONADO. GARAGEM ROTATIVA.INCLUSO AGUA E LIMPEZA EXTERNA.ENERGIA À PARTE.",kitnet,1200.0,60.0,1.3854276880650611
101,A,7d5484786120d25928bb67c399e56d7f,JD. Cidade Universitária I,1200.0,0.0,20.0,1,1,1.0,"KITNET COM COZINHA COM ARMÁRIOS, GALADEIRA, FOGÃO ELÉTRICO E MICROONDAS,  GUARDA ROUPA,PAINEL COM ESCRIVANINHA,AR CONDICIONADO. GARAGEM ROTATIVA.INCLUSO AGUA E LIMPEZA EXTERNA.ENERGIA À PARTE.",kitnet,1200.0,60.0,1.3854276880650611
102,A,0ceadbf4db60a38cf3ab2d56ecc86e9b,JD. Cidade Universitária I,1200.0,0.0,20.0,1,1,1.0,"KITNET COM COZINHA COM ARMÁRIOS, GALADEIRA, FOGÃO ELÉTRICO E MICROONDAS,  GUARDA ROUPA,PAINEL COM ESCRIVANINHA,AR CONDICIONADO. GARAGEM ROTATIVA.INCLUSO AGUA E LIMPEZA EXTERNA.ENERGIA À PARTE.",kitnet,1200.0,60.0,1.3854276880650611
103,A,c5376259a423f128711fd7b7a691b84c,JD. Cidade Universitária I,1200.0,0.0,25.0,1,1,1.0,"KITNET COM COZINHA COM ARMÁRIOS, GALADEIRA, FOGÃO ELÉTRICO E MICROONDAS,  GUARDA ROUPA,PAINEL COM ESCRIVANINHA,AR CONDICIONADO. GARAGEM ROTATIVA.INCLUSO AGUA E LIMPEZA EXTERNA.ENERGIA À PARTE.",kitnet,1200.0,48.0,1.3854276880650611
104,A,0ad20aec1ef2df50a06a50921b1b230f,JD. Cidade Universitária I,1200.0,0.0,25.0,1,1,1.0,"KITNET COM COZINHA COM ARMÁRIOS, GALADEIRA, FOGÃO ELÉTRICO E MICROONDAS,  GUARDA ROUPA,PAINEL COM ESCRIVANINHA,AR CONDICIONADO. GARAGEM ROTATIVA.INCLUSO AGUA E LIMPEZA EXTERNA.ENERGIA À PARTE.",kitnet,1200.0,48.0,1.3854276880650611
