index,imob,codigo,bairro,aluguel,condominio,area,quartos,banheiros,vaga_garagem,descricao,tipo_imov,total,preco_m2,dist_unicamp
37,C,7b17e06caa3474661e0d2ac8f44da80f,JD. Paulista,950.0,0.0,,1,1,0.0,"Kitnet localizada próximo à Unicamp (FCA) contendo 01 dormitório com cama e guarda-roupas, cozinha com geladeira e microondas, lavanderia, banheiro e também conta com uma área de lazer com piscina e churrasqueira.
1º      ANDAR
16      M2
1       QUARTO COM SACADA, CAMA E GUARDA-ROUPAS
1       COZINHA COM MICROONDAS E GELADEIRA
1       BANHEIRO
1       LAVANDERIA
ÁREA DE LAZER COM PISCINA E CHURRASQUEIRA
PISO CERAMICO
TETO LAJE",kitnet,950.0,,0.4476004851487637
38,C,6a079dd44e0e8cc401934fe33492d0bc,JD. Paulista,950.0,0.0,16.0,1,1,0.0,"Kitnet localizada próximo à Unicamp (FCA) contendo 01 dormitório com cama e guarda-roupas, cozinha com geladeira e microondas, lavanderia, banheiro e também conta com uma área de lazer com piscina e churrasqueira.
16      M2
1       QUARTO COM CAMA E GUARDA-ROUPAS
1       COZINHA COM GELADEIRA E MICROONDAS
1       BANHEIRO
1       LAVANDERIA
PISO CERAMICO
TETO LAJE",kitnet,950.0,59.375,0.4476004851487637
39,C,74f4cf90ff8521e47f0acd347411dc9a,JD. Paulista,950.0,0.0,16.0,1,1,0.0,"Kitnet localizada próximo à Unicamp (FCA) contendo 01 dormitório com cama e guarda-roupas, cozinha com geladeira e microondas, lavanderia, banheiro e também conta com uma área de lazer com piscina e churrasqueira.
16      M2
1       QUARTO COM CAMA E GUARDA-ROUPAS
1       COZINHA COM GELADEIRA E MICROONDAS
1       BANHEIRO
1       LAVANDERIA
ÁREA DE LAZER COM PISCINA E CHURRASQUEIRA",kitnet,950.0,59.375,0.4476004851487637
41,C,b2d83e2253d0695b33e339b8fdd48a94,JD. Paulista,950.0,0.0,16.0,1,1,0.0,"Kitinet medindo 16 m² próximo à Faculdade Unicamp, com quarto contendo box e guarda-roupas, cozinha com geladeira e microondas, banheiro e lavanderia. Além da área de lazer com piscina e churrasqueira.
16      M2
1       QUARTO COM BOX E GUARDA-ROUPAS
1       COZINHA COM GELADEIRA E MICROONDAS
1       BANHEIRO
1       LAVANDERIA
ÁREA DE LAZER COM PISCINA E CHURRASQUEIRA
PISO CERAMICO
TETO LAJE",kitnet,950.0,59.375,0.4476004851487637
42,C,3373dddda5f9ac40a77e24c56637bf1c,JD. Cidade Universitária I,800.0,0.0,,1,1,0.0,"kitinet com ótima localização na Cidade universitária, contendo 01 quarto, cozinha e lavanderia conjugada e banheiro.
1       QUARTO
1       COZINHA
1       BANHEIRO
1       LAVANDERIA CONJUGADA
PISO CERÂMICO
TETO LAJE",kitnet,800.0,,1.3854276880650611
43,C,d9b2196d1832bd89cf68e3cf348b57ff,JD. Cidade Universitária I,700.0,0.0,,1,1,0.0,"Kitinet lcalizada no Cidade Universitária próximo a Unicamp contendo quarto e sala conjugados, cozinha com fogão cooktop e microondas, banheiro social com gabinete e box e lavanderia de uso coletivo. Acabamento em piso cerâmico e laje.
1º      ANDAR
30      M2
1       QUARTO CONJUGADO
1       SALA
1       COZINHA
1       BANHEIRO
1       LAVANDERIA COLETIVA
PISO CERÂMICO
TETO LAJE",kitnet,700.0,,1.3854276880650611
44,C,2666412f384c5ca7b49e8fcf544011db,JD. Cidade Universitária I,700.0,0.0,,1,1,0.0,"Kitinet lcalizada no Cidade Universitária próximo a Unicamp contendo quarto e sala conjugados, cozinha com fogão cooktop, banheiro social com gabinete e box e lavanderia de uso coletivo. Acabamento em piso cerâmico e laje.
TERREO ANDAR TERREO
30      M2
1       QUARTO CONJUGADO
1       SALA
1       COZINHA
1       BANHEIRO
1       LAVANDERIA COLETIVA
PISO CERÂMICO
TETO LAJE",kitnet,700.0,,1.3854276880650611
76,A,92185e65b34f2224e2148eca1b18dbb9,JD. Paulista,900.0,0.0,,1,1,0.0,Kitnet com 01 dormitório e 01 suíte.,kitnet,900.0,,0.4476004851487637
77,A,568d1b833c4816a90df87ba89831f0ef,JD. Paulista,900.0,0.0,,1,1,0.0,Imóvel totalmente reformado para atender especialmente as necessidades dos estudantes e isento de condomínio área de lazer com piscina e churrasqueira faxina da área comum e limpeza de piscina duas vezes por semana. É mobiliado com uma beliche geladeira microondas guarda-roupas e ventilador de teto. Está incluso no aluguel o consumo de água energia e internet.,kitnet,900.0,,0.4476004851487637
78,A,60951c21f4b10552f419d83e4b3f8b73,JD. Paulista,900.0,0.0,,1,1,0.0,"Imóvel totalmente reformado para atender especialmente as necessidades dos estudantes e isento de condomínio, área de lazer com piscina e churrasqueira faxina da área comum e limpeza de piscina duas vezes por semana. É mobiliado com uma beliche geladeira microondas guarda-roupas e ventilador de teto. Está incluso no aluguel o consumo de água energia e internet.",kitnet,900.0,,0.4476004851487637
79,A,873507a6a50bde15b658b1550f729dc1,JD. Paulista,900.0,0.0,,1,1,0.0,Imóvel totalmente reformado para atender especialmente as necessidades dos estudantes e isento de condomínio área de lazer com piscina e churrasqueira faxina da área comum e limpeza de piscina duas vezes por semana. É mobiliado com uma beliche geladeira microondas guarda-roupas e ventilador de teto. Está incluso no aluguel o consumo de água energia e internet.,kitnet,900.0,,0.4476004851487637
80,A,d1f942def322fc204b6be20838e7d044,JD. Cidade Universitária I,850.0,0.0,,1,1,0.0,Kitnet localizada na Cidade Universitária próximo a Unicamp.,kitnet,850.0,,1.3854276880650611
81,A,3efb8f5900d5b5dff557d6857681338a,JD. Cidade Universitária I,850.0,0.0,,1,1,0.0,Kitnet localizada na Cidade Universitária próximo a Unicamp.,kitnet,850.0,,1.3854276880650611
82,A,97bcff626e416e4682240b08bfe240e9,JD. Cidade Universitária I,850.0,0.0,,1,1,0.0,"Kitnet no bairro Universitário, próximo a Unicamp.",kitnet,850.0,,1.3854276880650611
83,A,c3ff9f70c3bdd79c59d6a641c3d2eabc,JD. Cidade Universitária I,850.0,0.0,,1,1,0.0,Kitnet localizada na Cidade Universitária próximo a Unicamp.,kitnet,850.0,,1.3854276880650611
84,A,1e50fc185554c5393e0c48307457c9e3,JD. Cidade Universitária I,850.0,0.0,50.0,1,1,0.0,"Quitinete oferece cozinha com gabinete, geladeira, micro-ondas, fogão elétrico de 2 bocas. Dormitório com cama, guarda roupa e ar condicionado. WC com gabinete e box blindex. Lavanderia na área comum.",kitnet,850.0,17.0,1.3854276880650611
85,A,decee23146cd497fccdaa119dd7f51b8,JD. Cidade Universitária I,800.0,0.0,,1,1,0.0,"Ótimo apartamento na Cidade Universitária com um dormitório com armários, banheiro social com gabinete e box, sala, cozinha com armários, geladeira, microondas, cooktop e área de serviço comum.  O locatário ficará isento do consumo de água (até 10 m³ mensal) e faxina semanal na área comum.",kitnet,800.0,,1.3854276880650611
86,A,fce9b6c1f46e7f6364188da23c1e4dad,JD. Cidade Universitária I,770.0,0.0,,1,1,0.0,Quarto e Cozinha conjugados Lavanderia individual com  01 tanque e 01 máquina de lavar. Porteiro eletrônico com acionamento de abertura interno e imagem gerada na TV Câmeras de segurança nas partes comuns  Cerca elétrica perimetral Ponto para Internet com a tecnologia de fibra ótica. Possibilidade de contratação por parte do Locatário as velocidades de 5 e 10 GB Antena coletiva instalada Faxina externa energia individual  Mobília Móvel planejado no dormitório armário com 2 duas partes iguais e 02 nichos prateleiras 02 mesas de granito para estudo/refeiçãode Cook top elétrico Geladeira com desgelo automático Micro-ondas Ar condicionado Box de vidro Blindex e espelho sobre a bancada do banheiro Iluminação interna lustres e lâmpadas técnica com luminosidade ideal para estudo Iluminação externa tecnologia LED com sensores crepuscular e de presença  Está incluso no aluguel consumo de água e IPTU.  SEGURANÇA VIGILÂNCIA NOTURNA NO PERÍODO DE 12 HORAS,kitnet,770.0,,1.3854276880650611
87,A,c8fbc8d02d8f7238a7a6552dda43760c,JD. Cidade Universitária I,750.0,0.0,,1,1,0.0,"Kitnet com cozinha, um quarto, banheiro e área de serviço.",kitnet,750.0,,1.3854276880650611
88,A,0978b9e9df4f58a0acdd08f936c2c95e,JD. Cidade Universitária I,750.0,0.0,,1,1,0.0,"Kitnet com cozinha, um quarto, banheiro e área de serviço.",kitnet,750.0,,1.3854276880650611
89,A,6cb940ae9001fba36d6b120bca0fa2c1,JD. Morro Azul,700.0,0.0,,1,1,0.0,"Quitinete com dormitório e cozinha conjugados, banheiro com box de blindex e área de serviço de uso comum. Está incluso no valor do aluguel o consumo de agua e energia.   ***O valor de R$ 700,00 será se a locação for para uma pessoa. Caso seja para duas pessoas, o valor será de R$ 800,00.***",kitnet,700.0,,0.7507639025607419
90,A,07f6384f6c2c7d702650281e7a51f958,JD. Morro Azul,700.0,0.0,,1,1,0.0,"Kitnet com área de serviço, 1 dormitório, 1 cozinha e 1 banheiro.",kitnet,700.0,,0.7507639025607419
91,A,39a6db2728600ac4a1ef144ab6635476,JD. Morro Azul,500.0,0.0,,1,1,0.0,"Kitnet com 1 dormitório, 1 cozinha e 1 banheiro, nos fundos do imóvel.",kitnet,500.0,,0.7507639025607419
92,A,076dca11336a14d46593a109d2ef73c4,JD. Cidade Universitária I,770.0,0.0,40.0,1,1,0.0,"GELADEIRA, FOGÃO, MICROONDAS, ARMÁRIO NA COZINHA, BWC E NO DORMITORIO.CONDOMINIO INCLUSO AGUA, ENERGIA, LIMPEZA EXTERNA.",kitnet,770.0,19.25,1.3854276880650611
93,A,25ca6bf2be63ac748654c70460d9ab53,JD. Cidade Universitária I,800.0,0.0,30.0,1,1,1.0,"COZINHA COM GELADEIRA COM DISPENSER NA PORTA, MICROONDAS, FOGÃO COOKTOP, SALA COM MESA PARA ESTUDO, AR CONDICIONADO, QUARTO COM CAMABOX, GUARDA ROUPA EMBUTIDO.ESPAÇO DE LAZER.GARAGEM ROTATIVA.INCLUSO NO CONDOMÍNIO: ÁGUA, LIMPEZA EXTERNA E VIGILANTE NOTURNO.ENERGIA A PARTE.",kitnet,800.0,26.666666666666668,1.3854276880650611
94,A,f773fe72ae9c3ae06183ea91d181347a,JD. Cidade Universitária I,800.0,0.0,20.0,1,1,0.0,"COZINHA COM GELADEIRA COM DISPENSER NA PORTA, MICROONDAS, FOGÃO COOKTOP, SALA COM MESA PARA ESTUDO, AR CONDICIONADO, QUARTO COM CAMABOX, GUARDA ROUPA EMBUTIDO.ESPAÇO DE LAZER.GARAGEM ROTATIVA.INCLUSO NO CONDOMÍNIO: ÁGUA, LIMPEZA EXTERNA E VIGILANTE NOTURNO.ENERGIA A PARTE.",kitnet,800.0,40.0,1.3854276880650611
95,A,06c9b7deba0932d78442c9fcccb5e5cd,JD. Cidade Universitária I,950.0,0.0,,1,1,0.0,"KITNET CONTENDO FOGÃO, GELADEIRA, ARMÁRIO EMBUTIDO NA COZINHA E DORMITÓRIO,PAINEL NA SALA E VENTILADOR NO TETO.01 VAGA DE GARAGEM POR APARTAMENTO, PORTÃO AUTOMÁTICO, ELEVADOR E CERCA ELÉTRICA.AGUA E CONDOMÍNIO JÁ INCLUSO NO VALOR DO ALUGUEL.ENERGIA É A PARTE.",kitnet,950.0,,1.3854276880650611
