imob,codigo,bairro,aluguel,condominio,area,quartos,banheiros,vaga_garagem,descricao,total,preco_m2,dist_unicamp
C,02ae405e9d8013cc5d033c272e2a800d,JD. Cidade Universitária I,1000.0,0.0,35.0,1,1,0.0,"Kitnet próxima à Unicamp (FCA) contendo quarto e sala conjugados, cozinha, banheiro e lavanderia. Este imóvel conta também com geladeira, fogão, escrivaninha, guarda-roupas e ar condicionado, pronto para moradia.
35      M2
1       QUARTO  COM ARMARIO
1       COZINHA COM ARMARIO, COOKTOP E GELADEIRA
1       BANHEIRO
1       ÁREA DE SERVIÇO CONJUGADA COM COZINHA
PISO CERÂMICO
TETO LAJE",1000.0,28.571428571428573,1.3854276880650611
C,361a537a61eaa8e33466a2a8bbe7c274,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,"Kitnet próxima à Unicamp (FCA) contendo quarto e sala conjugados, cozinha, banheiro e lavanderia. Este imóvel conta também com geladeira, fogão, escrivaninha, guarda-roupas e ar condicionado, pronto para moradia.

1       QUARTO CONJUGADO COM ARMARIO E AR CONDICIONADO
1       COZINHA PLANEJADA
1       BANHEIRO
1       LAVANDERIA
PISO CERÂMICO
TETO LAJE",1000.0,,1.3854276880650611
C,b3b477f0632310b03bde750706df4596,JD. Paulista,950.0,0.0,16.0,1,1,0.0,"Kitnet localizada próximo à Unicamp (FCA) contendo 01 dormitório com cama e guarda-roupas, cozinha com geladeira e microondas, lavanderia, banheiro e também conta com uma área de lazer com piscina e churrasqueira.
16      M2
1       QUARTO 01 CAMA BOX E GUARDA-ROUPA
1       COZINHA COM MICROONDAS E GELADEIRA
1       BANHEIRO
1       LAVANDERIA
AREA DE LAZER COM CHURRASQUEIRA E PISCINA
PISO CERÂMICO
TETO LAJE",950.0,59.375,0.4476004851487637
C,d7605883477939a58e52e551391d5dcb,JD. Paulista,950.0,0.0,16.0,1,1,0.0,"Kitnet localizada próximo à Unicamp (FCA) contendo 01 dormitório com cama e guarda-roupas, cozinha com geladeira e microondas, lavanderia, banheiro e também conta com uma área de lazer com piscina e churrasqueira
16      M2
1       QUARTO COM CAMA E GUARDA-ROUPAS
1       COZINHA COM GELADEIRA E MICROONDAS
1       BANHEIRO
1       LAVANDERIA
ÁREA DE LAZER COM PISCINA E CHURRASQUEIRA
PISO CERAMICO
TETO LAJE",950.0,59.375,0.4476004851487637
C,7b17e06caa3474661e0d2ac8f44da80f,JD. Paulista,950.0,0.0,,1,1,0.0,"Kitnet localizada próximo à Unicamp (FCA) contendo 01 dormitório com cama e guarda-roupas, cozinha com geladeira e microondas, lavanderia, banheiro e também conta com uma área de lazer com piscina e churrasqueira.
1º      ANDAR
16      M2
1       QUARTO COM SACADA, CAMA E GUARDA-ROUPAS
1       COZINHA COM MICROONDAS E GELADEIRA
1       BANHEIRO
1       LAVANDERIA
ÁREA DE LAZER COM PISCINA E CHURRASQUEIRA
PISO CERAMICO
TETO LAJE",950.0,,0.4476004851487637
C,6a079dd44e0e8cc401934fe33492d0bc,JD. Paulista,950.0,0.0,16.0,1,1,0.0,"Kitnet localizada próximo à Unicamp (FCA) contendo 01 dormitório com cama e guarda-roupas, cozinha com geladeira e microondas, lavanderia, banheiro e também conta com uma área de lazer com piscina e churrasqueira.
16      M2
1       QUARTO COM CAMA E GUARDA-ROUPAS
1       COZINHA COM GELADEIRA E MICROONDAS
1       BANHEIRO
1       LAVANDERIA
PISO CERAMICO
TETO LAJE",950.0,59.375,0.4476004851487637
C,74f4cf90ff8521e47f0acd347411dc9a,JD. Paulista,950.0,0.0,16.0,1,1,0.0,"Kitnet localizada próximo à Unicamp (FCA) contendo 01 dormitório com cama e guarda-roupas, cozinha com geladeira e microondas, lavanderia, banheiro e também conta com uma área de lazer com piscina e churrasqueira.
16      M2
1       QUARTO COM CAMA E GUARDA-ROUPAS
1       COZINHA COM GELADEIRA E MICROONDAS
1       BANHEIRO
1       LAVANDERIA
ÁREA DE LAZER COM PISCINA E CHURRASQUEIRA",950.0,59.375,0.4476004851487637
C,48cf0deecd859f082300f8bb8f2ee7c6,JD. Cidade Universitária I,950.0,100.0,25.0,1,1,0.0,"Apartamento localizado no Chacara Antonieta contendo quarto e sala conjugados com armário e painel de TV, cozinha planejada com geladeira e fogão, banheiro social, lavanderia e vaga na garagem para 01 carro com portão eletrônico. Acabamento em piso cerâmico e laje.
25      M2
1       QUARTO COM ARMÁRIO
1       SALA COM PAINEL
1       COZINHA PLANEJADA COM FOGÃO E GELADEIRA
1       BANHEIRO
1       LAVANDERIA
1       VAGA PARA CARRO COM PORTÃO ELETRÔNICO
PISO CERÂMICO
TETO LAJE",1050.0,42.0,1.3854276880650611
C,ded7b202961dd5bb3fd74353a755c6de,JD. Cidade Universitária I,950.0,100.0,25.0,1,1,0.0,"Apartamento localizado no Chacara Antonieta contendo quarto e sala conjugados com armário e painel de TV, cozinha planejada com geladeira e fogão, banheiro social, lavanderia e vaga na garagem para 01 carro com portão eletrônico. Acabamento em piso cerâmico e laje.
25      M2
1       QUARTO COM ARMÁRIO
1       SALA COM PAINEL DE TV
1       COZINHA PLANEJADA COM FOGÃO E GELADEIRA
1       LAVANDERIA
1       VAGA PARA CARRO COM PORTÃO ELETRÔNICO
PISO CERÂMICO
TETO LAJE",1050.0,42.0,1.3854276880650611
C,b2d83e2253d0695b33e339b8fdd48a94,JD. Paulista,950.0,0.0,16.0,1,1,0.0,"Kitinet medindo 16 m² próximo à Faculdade Unicamp, com quarto contendo box e guarda-roupas, cozinha com geladeira e microondas, banheiro e lavanderia. Além da área de lazer com piscina e churrasqueira.
16      M2
1       QUARTO COM BOX E GUARDA-ROUPAS
1       COZINHA COM GELADEIRA E MICROONDAS
1       BANHEIRO
1       LAVANDERIA
ÁREA DE LAZER COM PISCINA E CHURRASQUEIRA
PISO CERAMICO
TETO LAJE",950.0,59.375,0.4476004851487637
B,8ea6bceec892ab9d2467eb912385a1a9,JD. Paulista,1000.0,0.0,,1,1,0.0,"Kitnet com um dormitório, banheiro, cozinha, área de serviço para uso comum.",1000.0,,0.4476004851487637
B,50f5a26c0b4c05c14d551542eee9cd82,JD. Cidade Universitária I,1000.0,0.0,50.0,1,1,0.0,"Imóvel com sala  e cozinha conjugados, sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado, e o banheiro com gabinete e box e interfone individual.",1000.0,20.0,1.3854276880650611
B,87547b6f14ce4c758c1abf4490af8414,JD. Cidade Universitária I,1000.0,0.0,50.0,1,1,0.0,"Imóvel com sala  e cozinha conjugados, sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado, o banheiro com gabinete e box, além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa, o consumo de gás, faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h (sem acesso remoto). O imóvel oferece também o ponto para internet, onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades (10MB - R$ 59,90 // 15MB - 79,90 ou 20MB - R$ 99,90). A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision, que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema. ",1000.0,20.0,1.3854276880650611
B,2c8c9e9121145fbc37ef67c0a5ea3869,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,Imóvel muito bem localizado. Conta com sala  e cozinha conjugados sendo a cozinha já mobiliada com gabinete balcão fogão e geladeira lavanderia dormitório com armário mesa para estudos e ar condicionado e o banheiro com gabinete e box blindex além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa o consumo de gás faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h sem acesso remoto.  O imóvel oferece também o ponto para internet onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades 10MB - R 5990 // 15MB - 7990 ou 20MB - R 9990. A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO SEM PREVIO AVISO PELA EMPRESA RESPONSÁVEL.,1000.0,,1.3854276880650611
B,358c95a5fb745563272054e6f2a14985,JD. Cidade Universitária I,1000.0,0.0,50.0,1,1,0.0,"Imóvel com cozinha com gabinete, armários, mesa retrátil, cooktop elétrico, micro-ondas, geladeira, lavanderia c/ varal retrátil, dormitório com duas camas de solteiro, armário planejado contendo dois gavetas c/ chave e 01 gaveteiro de 06 gavetas onde 02 são c/ chave; banheiros com gabinete, espelho e box.",1000.0,20.0,1.3854276880650611
B,2f8542abf804d897430c0c9a84b1991e,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,"Imóvel muito bem localizado! Conta com sala  e cozinha conjugados, sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado, e o banheiro com gabinete e box blindex, além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa, o consumo de gás, faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h (sem acesso remoto).  O imóvel oferece também o ponto para internet, onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades (10MB - R$ 59,90 // 15MB - 79,90 ou 20MB - R$ 99,90). A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision, que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  *** VALORES REFERENTE À INTERNET SUJEITOS A ALTERAÇÃO, SEM PREVIO AVISO, PELA EMPRESA RESPONSÁVEL.***",1000.0,,1.3854276880650611
B,7ef0dfe78be61f5fd8392d3948fb860c,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,"Imóvel com: geladeira, fogão, gabinete e mesa na cozinha, interfone, um dormitório com armário e mesa, ar condicionado, banheiro com gabinete e persianas.",1000.0,,1.3854276880650611
B,5416c9b0aba5eb43b419b107d3975a76,JD. Cidade Universitária I,1000.0,0.0,50.0,1,1,0.0,Imóvel muito bem localizado Conta com sala  e cozinha conjugados sendo a cozinha já mobiliada com gabinete balcão fogão e geladeira lavanderia dormitório com armário mesa para estudos e ar condicionado e o banheiro com gabinete e box blindex além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa o consumo de gás faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h sem acesso remoto.  O imóvel oferece também o ponto para internet onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades 10MB - R 5990 // 15MB - 7990 ou 20MB - R 9990. A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  VALORES REFERENTE À INTERNET SUJEITOS A ALTERAÇÃO SEM PREVIO AVISO PELA EMPRESA RESPONSÁVEL.,1000.0,20.0,1.3854276880650611
B,e3ac2c5e0d51230d756de5db78c7452d,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,"Imóvel em frente à portaria principal da Unicamp. Conta com sala  e cozinha conjugados, sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado, e o banheiro com gabinete, box e interfone individual.",1000.0,,1.3854276880650611
B,8fb0a0798b0f5b56b77aaf7df6294525,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,"Imóvel próximo à Unicamp e também com entrada pela Av Libertino Pizani, 177. Conta com sala  e cozinha conjugados, sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado, e o banheiro com gabinete e box, além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa, o consumo de gás, faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h (sem acesso remoto).",1000.0,,1.3854276880650611
B,66144e0bddee1c85b94bc338ecfae0fb,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,"Imóvel muito bem localizado. Conta com sala e cozinha conjugados sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado, banheiro com gabinete e box blindex, interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa o consumo de gás, faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h sem acesso remoto.  O imóvel oferece também o ponto para internet onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades 10MB - R$ 59,90 // 15MB - R$ 79,90 ou 20MB - R$ 99,90. A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO SEM PRÉVIA, AVISO PELA EMPRESA RESPONSÁVEL.",1000.0,,1.3854276880650611
B,484d3f328baba48b8f789ddac04a86d8,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,"Imóvel com sala  e cozinha conjugados, sendo a cozinha mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado, e o banheiro com gabinete e box,  interfone individual.  No aluguel está incluso o consumo de água até 2.500L por pessoa, o consumo de gás, faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h (sem acesso remoto). O imóvel oferece também o ponto para internet, onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades (10MB - R$ 59,90 // 15MB - 79,90 ou 20MB - R$ 99,90). A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision, que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  *** VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO, SEM PREVIO AVISO, PELA EMPRESA RESPONSÁVEL.***",1000.0,,1.3854276880650611
B,8dae04e0c3ca32298ab313770631283a,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,"Imóvel muito bem localizado. Conta com sala e cozinha conjugados, sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado e o banheiro com gabinete e box blindex, além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa, o consumo de gás, faxina quinzenal e consumo de energia da área comum, conta também com câmeras de monitoramento 24h sem acesso remoto.",1000.0,,1.3854276880650611
B,76593fa9601827b4b1e32e91e2076188,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,Imóvel muito bem localizado. Conta com sala  e cozinha conjugados sendo a cozinha já mobiliada com gabinete balcão fogão e geladeira lavanderia dormitório com armário mesa para estudos e ar condicionado e o banheiro com gabinete e box blindex além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa o consumo de gás faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h sem acesso remoto.  O imóvel oferece também o ponto para internet onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades 10MB - R 5990 // 15MB - 7990 ou 20MB - R 9990. A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO SEM PREVIO AVISO PELA EMPRESA RESPONSÁVEL.,1000.0,,1.3854276880650611
B,a456b8d60d7dc682c054f6eebc5c5274,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,Imóvel muito bem localizado! Conta com sala e cozinha conjugados sendo a cozinha já mobiliada com gabinete balcão fogão e geladeira área de serviço dormitório com armário mesa para estudos e ar condicionado e o banheiro com gabinete e box de vidro além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa o consumo de gás faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h sem acesso remoto.  O imóvel oferece também o ponto para internet onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades 10MB - R 5990 // 15MB - 7990 ou 20MB - R 9990. A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO SEM PREVIO AVISO PELA EMPRESA RESPONSÁVEL.,1000.0,,1.3854276880650611
B,facc793b46ad4ca374ce1fd9b573d59e,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,"Imóvel muito bem localizado! Conta com sala e cozinha conjugados, sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, área de serviço, dormitório com armário, mesa para estudos e ar condicionado, e o banheiro com gabinete e box de vidro, além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa, o consumo de gás, faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h (sem acesso remoto).  O imóvel oferece também o ponto para internet, onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades (10MB - R$ 59,90 // 15MB - 79,90 ou 20MB - R$ 99,90). A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision, que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema. . VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO, SEM PREVIO AVISO, PELA EMPRESA RESPONSÁVEL",1000.0,,1.3854276880650611
