imob,imovel_url,codigo,nome,bairro,aluguel,condominio,area,quartos,banheiros,vaga_garagem,descricao,tipo_imov
c7234506476bbf0aff48eda764ff9eba,ea71ae49399706474fc047e157aaca27,86c18820df4da82695848d604931f67c,43dc77a7a63ce0a8eae7b04be364d2e9, CIDADE UNIVERSITARIA,"R$2.100,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$92,50
",80      M2,2,1,1,"Lindo apartamento localizado na Cidade Universitária, em frente à portaria da Unicamp (FCA), contendo 02 dormitórios com armários e ar condicionado, sendo 01 deles uma bela suíte, sala ampla com painel, cozinha com armários, geladeira, cooktop e microondas, banheiro, quintal e garagem para 01 carro.Além da praticidade para o estudante, este apartamento também oferece conforto e segurança com cerca elétrica, portão eletronico e câmeras de monitoramento.
80      M2
1       QUARTO COM ARMÁRIO E AR CONDICIONADO
1       SUÍTE COM ARMÁRIO E AR CONDICIONADO
1       SALA COM PAINEL
1       COZINHA COM ARMÁRIO
1       BANHEIRO COM GABINETE
1       LAVANDERIA
QUINTAL
1       VAGA COBERTA PARA CARRO COM PORTÃO ELETRONICO
PISO PORCELANATO
TETO LAJE",apto
c7234506476bbf0aff48eda764ff9eba,2170b3e6521857eb1cbe287484499fec,d9e663c56f2d264d377c6a8708a84cdb,43dc77a7a63ce0a8eae7b04be364d2e9, CIDADE UNIVERSITARIA,"R$900,00","

                    + Condomínio R$203,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",63      M2,2,1,1,"Apartamento localizado na Cidade Universitária, próximo à Faculdade Unicamp (FCA) contendo 02 dormitórios, sala com sacada, cozinha, banheiro com box, lavanderia e vaga para 01 carro.
63      M2
2       QUARTOS
1       SALA COM SACADA
1       COZINHA
1       BANHEIRO COM BOX
1       LAVANDERIA
1       VAGA PARA CARRO
PISO CERÂMICO
TETO LAJE",apto
c7234506476bbf0aff48eda764ff9eba,49101c18ce080407325fa88e09780b1f,31448937611355ff67e8c5f66e788a18,43dc77a7a63ce0a8eae7b04be364d2e9, CHACARA ANTONIETA,"R$1.300,00","

                    + Condomínio R$312,99 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",66      M2,3,1,1,"Ótimo apartamento terreo localizado no Chacara Antonieta contendo 03 quartos sendo um deles suíte, sala, cozinha, banheiro social, área de serviço, quintal e garagem para 01 carro. Acabamento em piso cerâmico e laje
66      M2
TERREO ANDAR TÉRREO
2       QUARTOS
1       SUÍTE
1       SALA
1       COZINHA
1       BANHEIRO
VARANDA
1       ÁREA DE SERVIÇO
1       VAGA PARA CARRO
PISO CERAMICO
TETO LAJE
ÁREA GOURMET COM CHURRASQUEIRA
BRINQUEDOTECA
PISCINA
SALÃO DE FESTA
ACADEMIA
PLAYGROUND",apto
c7234506476bbf0aff48eda764ff9eba,57f45bfac4ca4674dd8e9aaf5960bf11,c36795832017b3fd7906b13be302df3c,43dc77a7a63ce0a8eae7b04be364d2e9, CHACARA ANTONIETA,"R$550,00","

                    + Condomínio R$207,00 i
Valores sujeitos a alteração.

+ IPTU R$18,90
",30      M2,1,1,1,"Apartamento bem arejado na Chacara Antonieta, contendo 01 quarto, sala e cozinha conjugados e banheiro.
30      M2
TERREO ANDAR TERREO
1       QUARTO
1       SALA CONJUGADA COM COZINHA
1       COZINHA
1       BANHEIRO
1       VAGA PARA CARRO
PISO CERÂMICO
TETO LAJE
FAXINA EXTERNA
BICICLETÁRIO",apto
c7234506476bbf0aff48eda764ff9eba,8f760f1b8d86dbed8ad3ec354555444f,e73692c0f13efc757b5a269e746429e9,43dc77a7a63ce0a8eae7b04be364d2e9, CHACARA ANTONIETA,"R$650,00","

                    + Condomínio R$230,00 i
Valores sujeitos a alteração.

+ IPTU R$22,70
",40      M2,2,1,1,"Apartamento localizado próximo à UNICAMP - FCA - contendo 02 dormitórios, sala, cozinha, banheiro, lavanderia e 01 vaga para carro.
40      M2
TERREO ANDAR TéRREO
2       QUARTOS
1       SALA
1       COZINHA
1       BANHEIRO
1       LAVANDERIA
1       VAGA PARA CARRO
PISO CERÂMICO
TETO LAJE
FAXINA EXTERNA
BICICLETÁRIO",apto
c7234506476bbf0aff48eda764ff9eba,f56c523d8201c97dcd2e4c64e7f5af7b,cffb4c0db870be56a7f32d2186892fdc,43dc77a7a63ce0a8eae7b04be364d2e9, CHACARA ANTONIETA,"R$2.500,00","

                    + Condomínio R$340,53 i
Valores sujeitos a alteração.

+ IPTU R$44,70
",98      M2,2,1,1,"Lindo apartamento localizado no Chacara Antonieta contendo 02 quartos com armários, ventiladores e TV, sala com móveis planejados e sacada, cozinha planejada com geladeira, fogão, forno e exaustor, banheiro social e lavanderia com armário e máquina de lavar. Acabamento em piso cerâmico e laje e vaga na garagem para 01 carro. Tudo isso em um condomínio completo e excelente.
98      M2
14º     ANDAR
2       QUARTOS COM ARMÁRIOS
1       SALA COM MÓVEIS PLANEJADOS
1       COZINHA PLANEJADA COM GELADEIRA, FOGÃO, FORNO E EXAUSTOR
1       BANHEIRO SOCIAL
1       LAVANDERIA COM ARMÁRIO
1       VAGA PARA CARRO
PISO CERÂMICO
TETO LAJE
ÁREA GOURMET COM CHURRASQUEIRA
BRINQUEDOTECA
PISCINA
SALÃO DE FESTA
ACADEMIA
PLAYGROUND",apto
c7234506476bbf0aff48eda764ff9eba,475b51cf4a3bf4f29cb2414680851193,57544d6162644c4cec89720f0d0fb27b,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$1.000,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",35      M2,1,1,0,"Kitnet próxima à Unicamp (FCA) contendo quarto e sala conjugados, cozinha, banheiro e lavanderia. Este imóvel conta também com geladeira, fogão, escrivaninha, guarda-roupas e ar condicionado, pronto para moradia.
35      M2
1       QUARTO COM ARMARIO
1       SALA CONJUGADA COM O QUARTO
1       COZINHA
1       BANHEIRO
1       LAVANDERIA
PISO CERÂMICO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,047b2a430e6e4409268af5251b53d3e1,b62fad32adf34709c628e9833d66b8df,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$1.000,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",35      M2,1,1,0,"Kitnet próxima à Unicamp (FCA) contendo quarto e sala conjugados, cozinha, banheiro e lavanderia. Este imóvel conta também com geladeira, fogão, escrivaninha, guarda-roupas e ar condicionado, pronto para moradia.
35      M2
1       QUARTO COM ARMÁRIO
1       SALA COM RACK E AR CONDICIONADO
JARDIM DE INVERNO
1       COZINHA PLANEJADA COM GELADEIRA E FOGÃO COOKTOP
1       BANHEIRO
1       LAVANDERIA
PISO PORCELANATO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,e3b2a519bc4e229ab0444cb144c3c407,2d7097bf091516c6952950802bd49019,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$1.000,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",35      M2,1,1,0,"Kitnet próxima à Unicamp (FCA) contendo quarto e sala conjugados, cozinha, banheiro e lavanderia. Este imóvel conta também com geladeira, fogão, escrivaninha, guarda-roupas e ar condicionado, pronto para moradia.
35      M2
1       QUARTO  COM ARMÁRIO
1       SALA
1       COZINHA COM ARMÁRIO E GELADEIRA
1       BANHEIRO
PISO CERÂMICO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,71edf6c4e8ad2dee47bf8c9b275c022a,12d0456fa8a537ce311abb5ea43c4b03,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$1.000,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",35      M2,1,1,0,"Kitnet próxima à Unicamp (FCA) contendo quarto e sala conjugados, cozinha, banheiro e lavanderia. Este imóvel conta também com geladeira, fogão, escrivaninha, guarda-roupas e ar condicionado, pronto para moradia.
35      M2
1       QUARTO COM ARMARIO
1       SALA CONJUGADA COM QUARTO
1       COZINHA COM ARMARIO, FOGÃO COOKTOP E GELADEIRA
1       ÁREA DE SERVIÇO
PISO CERÂMICO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,05e7bebf48892747e66c11ef7296eb5d,660f29bab4766650b9e3e62aae4f6730,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$850,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",1       QUARTO CONJUGADO,1,1,0,"Kitinet próximo à Unicamp (FCA) sendo 01 quarto e cozinha conjugados, banheiro e área de serviço. O imóvel  possui: geladeira, cama, colchão, cortina black out, fogão, armário e conta também com cerca elétrica, interfone, cameras de monitoramento além de ter incluso em seu aluguel as despesas de água, energia e iptu.
1       QUARTO CONJUGADO
1       COZINHA CONJUGADO
1       BANHEIRO
1       ÁREA DE SERVIÇO
PISO CERÂMICO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,ca7ac33e7c5914d2ddd0215d8d521c32,eccf80daef9939671bc11ac471171654,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$1.000,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",1       QUARTO COM ARMARIO,1,1,0,"Kitnet próxima à Unicamp (FCA) contendo quarto e sala conjugados, cozinha, banheiro e lavanderia. Este imóvel conta também com geladeira, fogão, escrivaninha, guarda-roupas e ar condicionado, pronto para moradia.
1       QUARTO COM ARMARIO
1       SALA CONJUGADA COM O QUARTO
1       COZINHA COM ARMARIO
1       BANHEIRO
1       LAVANDERIA
PISO PORCELANATO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,511baad99be047263db7465db31a3ed7,72d0a25bdc4aa78facc3b05f3b7dc2b9,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$1.000,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",1       QUARTO CONJUGADO COM A SALA,1,1,0,"Kitnet próxima à Unicamp (FCA) contendo quarto e sala conjugados, cozinha, banheiro e lavanderia. Este imóvel conta também com geladeira, fogão, escrivaninha, guarda-roupas e ar condicionado, pronto para moradia.
1       QUARTO CONJUGADO COM A SALA
1       SALA
1       COZINHA
1       BANHEIRO
1       ÁREA DE SERVIÇO
PISO CERÂMICO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,9319ce3912a380c17ae42b091066a9cf,adaf6dba40a3695184eea6bad00e96bf,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$1.000,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",35      M2,1,1,0,"Kitnet próxima à Unicamp (FCA) contendo quarto e sala conjugados, cozinha, banheiro e lavanderia. Este imóvel conta também com geladeira, fogão, escrivaninha, guarda-roupas e ar condicionado, pronto para moradia.
35      M2
1       QUARTO COM ARMARIO
1       SALA CONJUGADA COM QUARTO
1       COZINHA COM ARMARIO
1       BANHEIRO
1       LAVANDERIA
PISO PORCELANATO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,49ab02521c8bede05eb3461cc911c6eb,8621c612207ad3dbf1da43a0c56d6116,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$1.000,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",35      M2,1,1,0,"Kitnet próxima à Unicamp (FCA) contendo quarto e sala conjugados, cozinha, banheiro e lavanderia. Este imóvel conta também com geladeira, fogão, escrivaninha, guarda-roupas e ar condicionado, pronto para moradia.
35      M2
1       QUARTO COM GUARDA ROUPA
1       SALA CONJUGADO
1       COZINHA COM ARMÁRIO, GELADEIRA E  FOGÃO COOKTOP
1       BANHEIRO
1       LAVANDERIA
QUINTAL
PISO PORCELANATO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,f1b8547485008517962e2f8d88756643,75015c4a112141415b0d6da92bf03be7,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$650,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",25      M2,1,1,0,"Kitinet localizada na Cidade Universitária próximo a Unicamp (FCA) contendo 01 quarto e cozinha conjugados, banheiro e lavanderia. Imóvel ainda conta com 01 sala de estudos de uso compartilhado na parte superior.
25      M2
1       QUARTO CONJUGADO COM COZINHA
1       BANHEIRO
1       LAVANDERIA
PISO PORCELANATO
TETO LAJE E GESSO",kitnet
c7234506476bbf0aff48eda764ff9eba,cddd5fd816c637af4e08b2a236697a48,17e432c6fd9c0be3a2cbf043f3bd8387,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$750,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",1       QUARTO CONJUGADO COM COZINHA,1,1,0,"Kitinet localizada na Cidade Universitária próximo a Unicamp (FCA) contendo 01 quarto e cozinha conjugados, banheiro e lavanderia, imóvel também possui cama e micro-ondas.
1       QUARTO CONJUGADO COM COZINHA
1       BANHEIRO
1       LAVANDERIA
PISO PORCELANATO
TETO LAJE E GESSO",kitnet
c7234506476bbf0aff48eda764ff9eba,935b998aaf935a06844e6a6f55bc7668,2730887bcbe5319d9e3efaa18e0023cc,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$1.000,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",35      M2,1,1,0,"Kitnet próximo à Unicamp (FCA) sendo quarto e sala conjugados, cozinha e área de serviço conjugados e banheiro. Este imóvel também possui: guarda-roupas, geladeira, fogão, armários e ar condicionado.
35      M2
1       QUARTO COM ARMARIO E AR CONDICIONADO
1       SALA CONJUGADA
1       COZINHA COM ARMARIO CONJUGADA
1       BANHEIRO
1       LAVANDERIA
PISO PORCELANATO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,e034ef50a28d4f738a0bd4068f761724,a264ee68837c839ccf3a90ee71c91b41,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$1.000,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",35      M2,1,1,0,"Kitnet próxima à Unicamp (FCA) contendo quarto e sala conjugados, cozinha, banheiro e lavanderia. Este imóvel conta também com geladeira, fogão, escrivaninha, guarda-roupas e ar condicionado, pronto para moradia.
35      M2
1       QUARTO COM ARMARIO E AR CONDICIONADO
1       SALA CONJUGADA
1       COZINHA CONJUGADA E COM ARMARIO
1       BANHEIRO
1       LAVANDERIA
PISO PORCELANATO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,b49335b0656723e3a5f0e446190aca33,3a6973c5d2b2a8726c531a1693ea2ac1,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$1.000,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",,1,1,0,"Kitnet próxima à Unicamp (FCA) contendo quarto e sala conjugados, cozinha, banheiro e lavanderia. Este imóvel conta também com geladeira, fogão, escrivaninha, guarda-roupas e ar condicionado, pronto para moradia.

35      M2
1       QUARTO COM ARMáRIO E AR CONDICIONADO
1       SALA CONJUGADA
1       COZINHA COM ARMARIO E CONJUGADA
1       BANHEIRO
1       LAVANDERIA
PISO PORCELANATO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,ff827e86e926255a970c108652fd6e7d,7500856834d96bce86e5e6343d8ef15f,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$1.000,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",35      M2,1,1,0,"Kitnet próxima à Unicamp (FCA) contendo quarto e sala conjugados, cozinha, banheiro e lavanderia. Este imóvel conta também com geladeira, fogão, escrivaninha, guarda-roupas e ar condicionado, pronto para moradia.
35      M2
1       QUARTO COM ARMÁRIO E AR CONDICIONADO
1       SALA CONJUGADA
1       COZINHA
1       BANHEIRO
1       LAVANDERIA
PISO PORCELANATO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,dda61aebc6a92db74ac8194706b8d071,7de4e6131938592e7ad6673ca646092f,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$1.000,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",35      M2,1,1,0,"Kitnet próxima à Unicamp (FCA) contendo quarto e sala conjugados, cozinha, banheiro e lavanderia. Este imóvel conta também com geladeira, fogão, escrivaninha, guarda-roupas e ar condicionado, pronto para moradia.
35      M2
1       QUARTO E SALA CONJUGADOS
1       COZINHA E AREA DE SERVIÇO CONJUGADOS
1       BANHEIRO
PISO CERÂMICO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,fdc3e007e30b39592c7e0b25c154a6be,d41f3ff29acc315dd5302d634301606b,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$1.000,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",35      M2,1,1,0,"Kitnet próximo à Unicamp (FCA) sendo quarto e sala conjugados, cozinha e área de serviço conjugados e banheiro. Este imóvel também possui: guarda-roupas, geladeira, fogão, armários e ar condicionado.
35      M2
1       QUARTO COM ARMARIO E AR CONDICIONADO
1       SALA CONJUGADA
1       COZINHA PLANEJADA
1       BANHEIRO
1       ÁREA DE SERVIÇO
PISO CERÂMICIO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,a1821f50b18cd950131c1906d6fc2750,02ae405e9d8013cc5d033c272e2a800d,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$1.000,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",35      M2,1,1,0,"Kitnet próxima à Unicamp (FCA) contendo quarto e sala conjugados, cozinha, banheiro e lavanderia. Este imóvel conta também com geladeira, fogão, escrivaninha, guarda-roupas e ar condicionado, pronto para moradia.
35      M2
1       QUARTO  COM ARMARIO
1       COZINHA COM ARMARIO, COOKTOP E GELADEIRA
1       BANHEIRO
1       ÁREA DE SERVIÇO CONJUGADA COM COZINHA
PISO CERÂMICO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,25339b5751bc16c25b6bdca819691a40,361a537a61eaa8e33466a2a8bbe7c274,245d9e8bab947ecf1ee8867fe9597ab2, CIDADE UNIVERSITARIA,"R$1.000,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",,1,1,0,"Kitnet próxima à Unicamp (FCA) contendo quarto e sala conjugados, cozinha, banheiro e lavanderia. Este imóvel conta também com geladeira, fogão, escrivaninha, guarda-roupas e ar condicionado, pronto para moradia.

1       QUARTO CONJUGADO COM ARMARIO E AR CONDICIONADO
1       COZINHA PLANEJADA
1       BANHEIRO
1       LAVANDERIA
PISO CERÂMICO
TETO LAJE",kitnet
c7234506476bbf0aff48eda764ff9eba,8281ee9fcc5eba6b80e3975d7692515a,b3b477f0632310b03bde750706df4596,245d9e8bab947ecf1ee8867fe9597ab2, JD. PAULISTA,"R$950,00","

                    + Condomínio R$0,00 i
Valores sujeitos a alteração.

+ IPTU R$0,00
",16      M2,1,1,0,"Kitnet localizada próximo à Unicamp (FCA) contendo 01 dormitório com cama e guarda-roupas, cozinha com geladeira e microondas, lavanderia, banheiro e também conta com uma área de lazer com piscina e churrasqueira.
16      M2
1       QUARTO 01 CAMA BOX E GUARDA-ROUPA
1       COZINHA COM MICROONDAS E GELADEIRA
1       BANHEIRO
1       LAVANDERIA
AREA DE LAZER COM CHURRASQUEIRA E PISCINA
PISO CERÂMICO
TETO LAJE",kitnet
